,root_term,CUI,CUI_name,root_list
342,anxiety,C0270567;C0270577,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND severe panic attacks",False
343,anxiety,C0233705;C4086300,Fear of getting cancer,False
344,anxiety,C0233703,Xenophobia,False
345,anxiety,C0236800;C3264595;C0236794;C0154457;C0270550;C0270556;C0270562;C0001819;C0270568;C0270574;C0270580;C0270581;C0270582;C0270551;C0270552;C0270553;C0270557;C0270558;C0270559;C0270563;C0270564;C0270565;C0270583;C0270584;C0270554;C0270555;C0270560;C0270561;C0270566;C0270567;C0270569;C0270570;C0270571;C0270575;C0270576;C0270577;C0270585;C0270586;C0270572;C0270573;C0270578;C0270579,Panic disorder with agoraphobia,False
346,anxiety,C1299963,Noise phobia,False
347,anxiety,C0270567;C0270577,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in full remission",False
348,anxiety,C0085380;C1291716,Dental phobia,False
349,anxiety,C0349231;C0031570;C0031572;C0085380;C0233711;C0236801;C0344318;C0349744;C0853870;C1112258;C0233705;C0338906;C0424150;C0730424;C1299963;C0270587;C2874936;C2874937;C2874938;C2874944;C2874946;C2874947;C0001818;C1291716;C1291717;C2919383;C2919658;C2874939;C2874940;C0338903;C0338904;C0338905;C2919627;C3697419;C3698196;C3176420;C2919386;C2919853;C3698355;C3698185;C3698560;C4305176;C4305288;C4305297;C4305371,Phobia,False
350,anxiety,C0349231;C0349337;C1274920,Phobic disorder,False
351,anxiety,C0424164,Fear of transport,False
352,anxiety,C0424165,Fear of traveling in vehicles,False
353,anxiety,C1274918,Ritual hand washing,False
354,anxiety,C0233706,Acarophobia,False
355,anxiety,C1274920,Phobic fear of skin cancer,False
356,anxiety,C2585697,Aerophobia,False
357,anxiety,C0270552;C0270557,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND mild panic attacks",False
358,anxiety,C0270552;C0270557,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND moderate panic attacks",False
359,anxiety,C0270554;C0270569,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in partial remission",False
360,anxiety,C0233711,Zoophobia,False
361,anxiety,C0236801,Simple phobia,False
362,anxiety,C0278084,Erotophobia,False
363,anxiety,C0270562;C0270582;C0270565;C0270553;C0270559;C0270563;C0270564;C0270566;C0270567;C0270571;C0270577,Panic disorder with agoraphobia AND severe panic attacks,False
364,anxiety,C0233701,Acrophobia,False
365,anxiety,C0270574;C0270584;C0270555;C0270561;C0270567;C0270575;C0270576;C0270577;C0270579;C0270573;C0270578,Panic disorder with agoraphobia AND panic attacks in full remission,False
366,anxiety,C0270565;C0270553;C0270559;C0270563;C0270564;C0270566;C0270567;C0270571;C0270577,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks",False
367,anxiety,C0001819;C0270586;C0270585,Agoraphobia without history of panic disorder,False
368,anxiety,C0270587,Generalized social phobia,False
369,anxiety,C0270551;C0270552;C0270553;C0270557;C0270563;C0270554;C0270555;C0270569;C0270575,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks",False
370,anxiety,C0270568;C0270583;C0270554;C0270560;C0270566;C0270569;C0270570;C0270571;C0270572;C0270573;C0270578,Panic disorder with agoraphobia AND panic attacks in partial remission,False
371,anxiety,C0270561;C0270576,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission",False
372,anxiety,C0001818;C1637378;C0236800;C3264595;C0236794;C3175795;C3175799;C0154457;C3472508;C0001819;C3175794;C3176417;C3472509;C0270550;C0270556;C0270562;C0270568;C0270574;C0270580;C0270581;C0270582;C3532824;C3532825;C3697060;C0270551;C0270552;C0270553;C0270554;C0270555;C0270557;C0270558;C0270559;C0270560;C0270561;C0270563;C0270564;C0270565;C0270566;C0270567;C0270569;C0270570;C0270571;C0270575;C0270576;C0270577;C0270583;C0270584;C0270585;C0270586;C0270572;C0270573;C0270578;C0270579,Agoraphobia,False
373,anxiety,C0497439,Fear of complications of pregnancy,False
374,anxiety,C4302270,Fear of having digestive disease,False
375,anxiety,C4302269,Fear of having cancer of digestive system,False
376,anxiety,C0497237,Fear of heart disease,False
377,anxiety,C0849932,Fear of cardiovascular disease,False
378,anxiety,C0848528,Fear of respiratory disease,False
379,anxiety,C0497346,Fear of cancer of respiratory system,False
380,anxiety,C4302067,Fear of endocrine disease,False
381,anxiety,C0850640,Fear of metabolic disease,False
382,anxiety,C4302066,Fear of nutritional disease,False
383,anxiety,C0497398,Fear of cancer of endocrine system,False
384,anxiety,C4302065,Fear of musculoskeletal disease,False
385,anxiety,C0497545,Fear of musculoskeletal cancer,False
386,anxiety,C0497224,Fear of ear disease,False
387,anxiety,C4302064,Fear of hematological disease,False
388,anxiety,C4302063,Fear of hematological cancer,False
389,anxiety,C4510958,Fear of genital disease,False
390,anxiety,C0849924,Fear of breast disease,False
391,anxiety,C0497465,Fear of genital cancer,False
392,anxiety,C0497466,Fear of breast cancer,False
393,anxiety,C0497568,Fear of sexual dysfunction,False
394,anxiety,C0848536,Fear of neurological disease,False
395,anxiety,C0849954,Fear of skin disease,False
396,anxiety,C0497207,Fear of eye disease,False
397,anxiety,C4543934,Fear of urinary disease,False
398,anxiety,C0270566;C0270571,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission",False
399,anxiety,C0233702,Algophobia,False
400,anxiety,C0497325,Fear of mental disorder,False
401,anxiety,C0270560;C0270570,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission",False
402,anxiety,C0270555;C0270575,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks",False
403,anxiety,C0270556;C0270581;C0270558;C0270552;C0270557;C0270559;C0270564;C0270560;C0270561;C0270570;C0270576,Panic disorder with agoraphobia AND moderate panic attacks,False
404,anxiety,C0270586;C0270585,Agoraphobia without history of panic disorder without limited symptom attacks,False
405,anxiety,C0270558;C0270552;C0270557;C0270559;C0270564;C0270560;C0270561;C0270570;C0270576,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks",False
406,anxiety,C0270559;C0270564,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks",False
407,anxiety,C0270561;C0270576,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND moderate panic attacks",False
408,anxiety,C0547006,Anxiety about blushing,False
409,anxiety,C0270550;C0270580;C0270551;C0270552;C0270553;C0270557;C0270563;C0270554;C0270555;C0270569;C0270575,Panic disorder with agoraphobia AND mild panic attacks,False
410,anxiety,C1279420,Anxiety neurosis (finding),True
411,anxiety,C1963064,"Anxiety, CTCAE 3.0",True
412,anxiety,C3639357,BPRS-A - Anxiety,True
413,anxiety,C3641367,FIQR - Anxiety,True
414,anxiety,C3641553,SIQR - Anxiety,True
415,anxiety,C4086685,PANSS - Anxiety,True
416,anxiety,C4329466,Bothered by Anxiety,True
417,anxiety,C4552735,"Anxiety, CTCAE 5.0",True
418,anxiety,C4761381,Procedural Anxiety Subscale,True
419,anxiety,C0860603,Anxiety symptoms,True
420,anxiety,C0943781,Anxiety:Find:Pt:^Patient:Ord:Observed.CCC,True
421,anxiety,C0943980,Anxiety:Find:Pt:^Patient:Ord:Observed.QAM,True
422,anxiety,C3483978,Anxiety score,True
423,anxiety,C5203372,Anxiety score:Score:Pt:^Patient:Qn,True
424,anxiety,C5203373,Anxiety severity,True
425,anxiety,C5203374,Anxiety severity:Imp:Pt:^Patient:Ord,True
426,anxiety,C0003476,"Anxiety, Castration",True
427,anxiety,C0003477,Separation Anxiety Disorder,True
428,anxiety,C0085380,Dental Anxiety,True
429,anxiety,C0424166,Social Anxiety,True
430,anxiety,C0458631,Performance anxiety,True
431,anxiety,C0395003,Stage fright,False
432,anxiety,C0395004,Examination fear,False
433,anxiety,C0150135,Alleviating anxiety,True
434,anxiety,C0231397,Anticipatory anxiety,True
435,anxiety,C0231398,"Anticipatory anxiety, mild",False
436,anxiety,C0231399,"Anticipatory anxiety, moderate",False
437,anxiety,C0231400,"Anticipatory anxiety, severe",False
438,anxiety,C0231401,Mild anxiety,True
439,anxiety,C0231402,Moderate anxiety,True
440,anxiety,C0232711,Nervous diarrhea,True
441,anxiety,C0270590,Anxiety hyperventilation,True
442,anxiety,C0338908,Mixed anxiety and depressive disorder,True
443,anxiety,C0424139,Anxiety and fear,True
444,anxiety,C0522179,Death anxiety,True
445,anxiety,C0564474,Level of anxiety,True
446,anxiety,C0231402;C0231399;C4511584;C4706726,Moderate anxiety,False
447,anxiety,C0231401;C2874949;C0231398;C4511585;C4706725,Mild anxiety,False
448,anxiety,C0577602,Parental anxiety,True
449,anxiety,C0424964,Maternal concern,False
450,anxiety,C0581386,Chronic anxiety,True
451,anxiety,C0581387,Recurrent anxiety,True
452,anxiety,C0700031,Anxiety attack,True
453,anxiety,C0730436,Anxiety counseling,True
454,anxiety,C0871652,Management of anxiety,True
455,anxiety,C4316469,Anxiety disorder medication review,False
456,anxiety,C1279738,Acknowledging anxiety,True
457,anxiety,C3840205,Anxiety disorder in mother complicating childbirth,True
458,anxiety,C4039089,Assessment of anxiety,True
459,anxiety,C4543692,Anxiety in pregnancy,True
460,anxiety,C5230176,Anxiety due to dementia,True
461,anxiety,C0031572,"Phobia, Social",True
462,anxiety,C0154587,Adjustment disorder with anxious mood,True
463,anxiety,C3698525,Adjustment disorder with anxious mood in remission,False
464,anxiety,C0270305,Avoidant disorder of childhood,True
465,anxiety,C0270549,Generalized Anxiety Disorder,True
466,anxiety,C0349231,Phobic anxiety disorder,True
467,anxiety,C0270566;C0270571,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks",False
468,anxiety,C0270573;C0270578,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission",False
469,anxiety,C0270555;C0270561;C0270567;C0270575;C0270576;C0270577;C0270579;C0270573;C0270578,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission",False
470,anxiety,C0270586;C0270585,Agoraphobia without history of panic disorder with limited symptom attacks,False
471,anxiety,C0270553;C0270563,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND mild panic attacks",False
472,anxiety,C0154457;C0270550;C0270556;C0270562;C0270568;C0270574;C0270580;C0270581;C0270582;C0270551;C0270552;C0270553;C0270554;C0270555;C0270557;C0270558;C0270559;C0270560;C0270561;C0270563;C0270564;C0270565;C0270566;C0270567;C0270569;C0270570;C0270571;C0270575;C0270576;C0270577;C0270583;C0270584;C0270585;C0270586;C0270572;C0270573;C0270578;C0270579,Agoraphobia with panic attacks,False
473,anxiety,C0338905,"Social phobia, fear of eating in public",False
474,anxiety,C0338904,"Social phobia, fear of public speaking",False
475,anxiety,C0338903,"Social phobia, fear of public washing",False
476,anxiety,C0270553;C0270563,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND severe panic attacks",False
477,anxiety,C0270573;C0270578,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in full remission",False
478,anxiety,C0406668,Venereophobia,False
479,anxiety,C0343107,Syphilophobia,False
480,anxiety,C0406676,Bromisodrophobia,False
481,anxiety,C0270555;C0270575,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in full remission",False
482,anxiety,C0031572;C0270587;C2919383;C2919658;C0338903;C0338904;C0338905;C2919627;C3697419;C3698196;C3176420;C3698355;C3698560;C4305176;C4305288;C4305297;C4305371,Social phobia,False
483,anxiety,C0270559;C0270564,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND moderate panic attacks",False
484,anxiety,C0270554;C0270560;C0270566;C0270569;C0270570;C0270571;C0270572;C0270573;C0270578,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in partial remission",False
485,anxiety,C0270554;C0270569,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND mild panic attacks",False
486,anxiety,C0270560;C0270570,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND moderate panic attacks",False
487,anxiety,C0270567;C0270577,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND severe panic attacks",False
488,anxiety,C0236800;C3264595;C0236794;C0154457;C0270550;C0270556;C0270562;C0001819;C0270568;C0270574;C0270580;C0270581;C0270582;C0270551;C0270552;C0270553;C0270557;C0270558;C0270559;C0270563;C0270564;C0270565;C0270583;C0270584;C0270554;C0270555;C0270560;C0270561;C0270566;C0270567;C0270569;C0270570;C0270571;C0270575;C0270576;C0270577;C0270585;C0270586;C0270572;C0270573;C0270578;C0270579,Panic disorder with agoraphobia,False
489,anxiety,C0270567;C0270577,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in full remission",False
490,anxiety,C1274920,Phobic fear of skin cancer,False
491,anxiety,C0270552;C0270557,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND mild panic attacks",False
492,anxiety,C0270552;C0270557,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND moderate panic attacks",False
493,anxiety,C0270554;C0270569,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in partial remission",False
494,anxiety,C0236801,Simple phobia,False
495,anxiety,C0270562;C0270582;C0270565;C0270553;C0270559;C0270563;C0270564;C0270566;C0270567;C0270571;C0270577,Panic disorder with agoraphobia AND severe panic attacks,False
496,anxiety,C0270574;C0270584;C0270555;C0270561;C0270567;C0270575;C0270576;C0270577;C0270579;C0270573;C0270578,Panic disorder with agoraphobia AND panic attacks in full remission,False
497,anxiety,C0270565;C0270553;C0270559;C0270563;C0270564;C0270566;C0270567;C0270571;C0270577,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks",False
498,anxiety,C0001819;C0270586;C0270585,Agoraphobia without history of panic disorder,False
499,anxiety,C0270587,Generalized social phobia,False
500,anxiety,C0270551;C0270552;C0270553;C0270557;C0270563;C0270554;C0270555;C0270569;C0270575,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks",False
501,anxiety,C0270568;C0270583;C0270554;C0270560;C0270566;C0270569;C0270570;C0270571;C0270572;C0270573;C0270578,Panic disorder with agoraphobia AND panic attacks in partial remission,False
502,anxiety,C0270561;C0270576,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission",False
503,anxiety,C0001818;C1637378;C0236800;C3264595;C0236794;C3175795;C3175799;C0154457;C3472508;C0001819;C3175794;C3176417;C3472509;C0270550;C0270556;C0270562;C0270568;C0270574;C0270580;C0270581;C0270582;C3532824;C3532825;C3697060;C0270551;C0270552;C0270553;C0270554;C0270555;C0270557;C0270558;C0270559;C0270560;C0270561;C0270563;C0270564;C0270565;C0270566;C0270567;C0270569;C0270570;C0270571;C0270575;C0270576;C0270577;C0270583;C0270584;C0270585;C0270586;C0270572;C0270573;C0270578;C0270579,Agoraphobia,False
504,anxiety,C0270566;C0270571,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission",False
505,anxiety,C0270560;C0270570,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission",False
506,anxiety,C0270555;C0270575,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks",False
507,anxiety,C0270556;C0270581;C0270558;C0270552;C0270557;C0270559;C0270564;C0270560;C0270561;C0270570;C0270576,Panic disorder with agoraphobia AND moderate panic attacks,False
